0.495 , 0.97
185.855 , 0.95
292.935 , 0.9
364.67 , 0.82
421.535 , 0.73
473.315 , 0.65
514.8 , 0.57
550.31 , 0.54
585.59 , 0.46
609.53 , 0.38
666.31 , 0.29
700.77 , 0.3
646.535 , 0.25
673.18 , 0.25
749.66 , 0.17
754.35 , 0.18
742.095 , 0.19
819.54 , 0.2
869.8 , 0.21
825.725 , 0.21
710.61 , 0.21
827.665 , 0.2
816.825 , 0.19
972.395 , 0.12
925.73 , 0.01
842.91 , 0.01
755.26 , 0.01
840.84 , 0.01
817.515 , 0.02
1075.235 , 0.1
886.65 , 0.1
767.235 , 0.1
710.12 , 0.1
905.37 , 0.09
1123.87 , 0.09
1159.295 , 0.09
1013.705 , 0.09
1024.655 , 0.09
964.18 , 0.08
784.725 , 0.08
1058.615 , 0.08
1257.14 , 0.08
1104.195 , 0.08
1152.83 , 0.07
1188.725 , 0.07
1383.295 , 0.04
1288 , 0.04
1385.955 , 0.03
1253.65 , 0.03
1151.685 , 0.03
1124.655 , 0.02
946.155 , 0.03
1442.96 , 0.02
1440.675 , 0.02
1455.11 , 0.02
1468.855 , 0.02
1279.2 , 0.02
1293.94 , 0.02
1234.48 , 0.02
1040.095 , 0.04
865.24 , 0.03
1303.78 , 0.04
1608.025 , 0.03
1525.34 , 0.03
1328.07 , 0.04
1201.23 , 0.04
1558.84 , 0.04
1378.315 , 0.03
1178.025 , 0.04
1488.135 , 0.05
1662.875 , 0.04
1603.365 , 0.04
1565.475 , 0.03
1381.195 , 0.05
1308.87 , 0.04
1252.565 , 0.04
1136.095 , 0.04
1084.7 , 0.04
1470.105 , 0.05
1987.025 , 0.06
1840.74 , 0.06
1809.005 , 0.06
2040.36 , 0.06
1927.975 , 0.17
1804.12 , 0.08
1944.295 , 0.06
1951.815 , 0.07
